"gene","pathway","cor","pvalue","p_adj"
"NDUFC2","Oxidative_phosphorylation",0.63283228855461,3.73517772660719e-81,3.13840255220237e-77
"NDUFB10","Mitochondrial_respirasome_assembly",0.632830633988583,3.73983501456978e-81,3.13909285006272e-77
"ZBED3","Neutral_lipid_metabolic_process",0.632809859089407,3.79880653737642e-81,3.18532458101892e-77
"PPARA","D_glucose_import",0.63277058105122,3.91284109945877e-81,3.27758513928128e-77
"NDUFS5","Mitochondrial_electron_transport_cytochrome_c_to_oxygen",0.632750934112488,3.97115302281806e-81,3.32302877167321e-77
"VTI1B","Mitochondrial_respirasome_assembly",0.632630266312761,4.34874516793532e-81,3.63527777568726e-77
"PRKAG2-AS1","Adiponectin_activated_signaling_pathway",0.632556047673847,4.59851884108667e-81,3.84015035251593e-77
"JAGN1","Mitochondrial_respirasome_assembly",0.632545159476903,4.63634325781574e-81,3.86779019998919e-77
"SDHB","Mitochondrial_electron_transport_nadh_to_ubiquinone",0.632468905434112,4.91006059014749e-81,4.0919629948232e-77
"CCDC69","Maintenance_of_protein_location_in_mitochondrion",0.632384305804595,5.2325856666004e-81,4.35631387517457e-77
"BDH1","Neutral_lipid_metabolic_process",0.632362358473766,5.31964619009117e-81,4.42429405301045e-77
"SYTL2","Glucose_6_phosphate_metabolic_process",-0.632354517320109,5.35109865924721e-81,4.44593451624505e-77
"PLAAT5","Neutral_lipid_metabolic_process",0.632205978376682,5.9831290096811e-81,4.96601224824071e-77
"TMBIM6","Maintenance_of_protein_location_in_mitochondrion",0.63214917393094,6.24400465172754e-81,5.17728889249484e-77
"KLHL13","Adiponectin_activated_signaling_pathway",-0.632052517521268,6.71417350222858e-81,5.56150009735585e-77
"FZD5","Neutral_lipid_metabolic_process",0.632045489068605,6.74970520902493e-81,5.58527868880167e-77
"ECHS1","Glucose_import_in_response_to_insulin_stimulus",0.631992595933445,7.02317305356816e-81,5.80569891061792e-77
"ADIPOR2","Adiponectin_activated_signaling_pathway",0.631956673404705,7.21515841445594e-81,5.95838484472098e-77
"ENSG00000288938","Glucose_import_in_response_to_insulin_stimulus",0.631952276902998,7.23901104315754e-81,5.97205640627709e-77
"SSU72","Maintenance_of_protein_location_in_mitochondrion",0.631877065719301,7.65942836708453e-81,6.31252984453732e-77
"UHMK1","Neutral_lipid_metabolic_process",0.631839639743995,7.87759851117768e-81,6.48580358508437e-77
"STBD1","Neutral_lipid_metabolic_process",0.63182709824493,7.95208222891131e-81,6.54054767306735e-77
"SH3KBP1","Adiponectin_activated_signaling_pathway",0.631810629936118,8.05095247561037e-81,6.61521949234056e-77
"RTN3","Maintenance_of_protein_location_in_mitochondrion",0.631796738243857,8.13530405300168e-81,6.67782394097858e-77
"ENSG00000228436","Glucose_import_in_response_to_insulin_stimulus",0.63175239430909,8.41049298724516e-81,6.89679386486389e-77
"NDUFB11","Mitochondrial_electron_transport_ubiquinol_to_cytochrome_c",0.631684037293984,8.85295362903122e-81,7.25235467798863e-77
"SLC35C1","Neutral_lipid_metabolic_process",0.631671731037797,8.93503498491439e-81,7.3122762685417e-77
